ProtID	Resistance_Type	Resistance_Class	Identity	Antibiotic_Resistance	Description
AAU89132	BL2be_per	BLA_A	80	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA63714	BL2be_per	BLA_A	80	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAL64954	BL2be_per	BLA_A	80	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
YP_001966240	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0A9Z7	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0A9Z9	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAG45956	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA44025	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAA25526	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAQ96282	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAT97106	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAT97112	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABS72342	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAP58290	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
NP_863013	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0A3M1	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0A3M2	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA66731	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAS47040	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAS86327	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAB71033	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABW70408	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
YP_001102238	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ZP_02226539	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0AD64	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAD37412	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAL77983	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAD18054	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAV38100	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAV83794	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01159	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABY66123	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACM04454	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66311	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66319	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAP03063	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P0AA00	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA37813	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA59058	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAC27624	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAQ43038	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABS72351	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
P30896	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAY51674	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAI10727	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAF36719	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACG58890	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAS98184	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACA09611	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACM04458	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47130	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAN04883	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
Q848S4	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
O08337	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
Q9S424	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAP58287	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAQ03503	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47133	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABN49113	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAT75225	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAO66446	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
YP_001338660	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
YP_002791504	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAX33294	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABL09147	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46807	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46808	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46809	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46810	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46811	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46812	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46813	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46814	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46815	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46816	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46817	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABX46818	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACA09609	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACA09610	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACB46537	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACJ64201	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACM04456	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66316	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66317	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66324	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACR66325	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
YP_002919367	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAA77111	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01157	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01158	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01160	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01161	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABB01162	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABI20752	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACM04455	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACO36248	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
BAH63300	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAP58288	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAQ03504	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABV72593	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAT97115	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAP82228	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAG01039	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACM04457	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
Q9S169	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
BAF95849	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABN49114	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAK69829	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAL40899	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABC54571	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ACB73258	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAY42633	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47135	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47134	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47129	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
BAF92780	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAI30649	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47132	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABN49115	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47126	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAP33454	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
ABA60809	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAG17550	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
AAA87176	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAP58291	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47137	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47127	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
Q9AHN9	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAP58292	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAJ47136	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAI30651	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
CAI30650	BL2be_shv2	BLA_A	95	monobactam,e_cephalosporin,n_cephalosporin,penicillin	Class A beta-lactamase. This enzyme breaks the beta-lactam antibiotic ring open and deactivates the molecule's antibacterial properites. 
